token,key,train_document_frequency,test_document_frequency
gene=MED13L|subfamily=no_change,subfamily,34,24
gene=MID1|family=substitution:missense,family,34,32
gene=MID1|subfamily=missense,subfamily,34,32
gene=MIOS|family=substitution:missense,family,34,27
gene=MIOS|subfamily=missense,subfamily,34,27
gene=MMP10|family=substitution:missense,family,34,21
gene=MMP10|subfamily=missense,subfamily,34,21
gene=MMP2|family=substitution:no_change,family,34,31
gene=MMP2|subfamily=no_change,subfamily,34,31
gene=MMP8|family=substitution:missense,family,34,34
gene=MMP8|subfamily=missense,subfamily,34,34
gene=MYH1|position_bin=1401-1500,position_bin,34,6
gene=MYH2|position_bin=1101-1200,position_bin,34,14
gene=NCAPH2|family=substitution:missense,family,34,27
gene=NCAPH2|subfamily=missense,subfamily,34,27
gene=NCOA4|family=substitution:missense,family,34,25
gene=NCOA4|subfamily=missense,subfamily,34,25
gene=NDST1|family=substitution:no_change,family,34,27
gene=NDST1|subfamily=no_change,subfamily,34,27
gene=NFKB2|family=substitution:missense,family,34,32
gene=NFKB2|subfamily=missense,subfamily,34,32
gene=NUP205|family=substitution:no_change,family,34,25
gene=NUP205|subfamily=no_change,subfamily,34,25
gene=ONECUT1|family=substitution:missense,family,34,29
gene=ONECUT1|subfamily=missense,subfamily,34,29
gene=PCDH1|family=substitution:no_change,family,34,17
gene=PCDH1|subfamily=no_change,subfamily,34,17
gene=PCLO|family=frameshift,family,34,24
gene=PCLO|parse_status=partial,parse_status,34,24
gene=PCSK2|family=substitution:no_change,family,34,18
gene=PCSK2|subfamily=no_change,subfamily,34,18
gene=PDGFRB|family=substitution:no_change,family,34,23
gene=PDGFRB|subfamily=no_change,subfamily,34,23
gene=PHKA2|family=substitution:no_change,family,34,20
gene=PHKA2|subfamily=no_change,subfamily,34,20
gene=PITX2|family=substitution:missense,family,34,16
gene=PITX2|subfamily=missense,subfamily,34,16
gene=PLK2|family=substitution:missense,family,34,24
gene=PLK2|subfamily=missense,subfamily,34,24
gene=PODXL|family=substitution:missense,family,34,23
gene=PODXL|subfamily=missense,subfamily,34,23
gene=PRC1|family=substitution:missense,family,34,17
gene=PRC1|subfamily=missense,subfamily,34,17
gene=RBM5|family=substitution:missense,family,34,27
gene=RBM5|subfamily=missense,subfamily,34,27
gene=SCN10A|position_bin=1201-1300,position_bin,34,8
gene=SCNN1A|family=substitution:missense,family,34,30
gene=SCNN1A|subfamily=missense,subfamily,34,30
gene=SERPINB8|family=substitution:missense,family,34,25
gene=SERPINB8|subfamily=missense,subfamily,34,25
gene=SGCA|family=substitution:missense,family,34,23
gene=SGCA|subfamily=missense,subfamily,34,23
gene=SLC39A6|family=substitution:missense,family,34,24
gene=SLC39A6|subfamily=missense,subfamily,34,24
gene=SORBS2|family=substitution:no_change,family,34,31
gene=SORBS2|subfamily=no_change,subfamily,34,31
gene=SYK|family=substitution:missense,family,34,24
gene=SYK|subfamily=missense,subfamily,34,24
gene=TAF6|family=substitution:missense,family,34,28
gene=TAF6|subfamily=missense,subfamily,34,28
gene=TCN2|family=substitution:missense,family,34,25
gene=TCN2|subfamily=missense,subfamily,34,25
gene=TFDP1|family=substitution:missense,family,34,20
gene=TFDP1|subfamily=missense,subfamily,34,20
gene=THRB|family=substitution:missense,family,34,26
gene=THRB|subfamily=missense,subfamily,34,26
gene=TLE3|family=substitution:missense,family,34,32
gene=TLE3|subfamily=missense,subfamily,34,32
gene=TUBA3C|position_bin=201-300,position_bin,34,26
gene=TXNRD1|family=substitution:missense,family,34,11
gene=TXNRD1|subfamily=missense,subfamily,34,11
gene=WNT7A|family=substitution:missense,family,34,30
gene=WNT7A|subfamily=missense,subfamily,34,30
gene=XRCC6|family=substitution:missense,family,34,20
gene=XRCC6|subfamily=missense,subfamily,34,20
gene=CCT6B|family=substitution:missense,family,33,34
gene=CCT6B|subfamily=missense,subfamily,33,34
gene=ESRP2|family=substitution:missense,family,33,34
gene=ESRP2|subfamily=missense,subfamily,33,34
gene=UNC5C|family=substitution:no_change,family,33,34
gene=UNC5C|subfamily=no_change,subfamily,33,34
gene=PCDH7|family=substitution:no_change,family,32,34
gene=PCDH7|subfamily=no_change,subfamily,32,34
gene=RHBDF2|family=substitution:missense,family,32,34
gene=RHBDF2|subfamily=missense,subfamily,32,34
gene=KIF20A|family=substitution:missense,family,31,34
gene=KIF20A|subfamily=missense,subfamily,31,34
gene=CBX8|family=substitution:missense,family,30,34
gene=CBX8|subfamily=missense,subfamily,30,34
gene=IRS1|family=substitution:no_change,family,30,34
gene=IRS1|subfamily=no_change,subfamily,30,34
gene=ITGB7|family=substitution:missense,family,30,34
gene=ITGB7|subfamily=missense,subfamily,30,34
gene=LRIG1|position_bin=1-100,position_bin,30,34
gene=NT5E|family=substitution:missense,family,30,34
gene=NT5E|subfamily=missense,subfamily,30,34
gene=POLH|family=substitution:missense,family,30,34
gene=POLH|subfamily=missense,subfamily,30,34
gene=TH|family=substitution:missense,family,29,34
gene=TH|subfamily=missense,subfamily,29,34
gene=GSN|family=substitution:missense,family,28,34
gene=GSN|subfamily=missense,subfamily,28,34
gene=SOX9|family=substitution:missense,family,28,34
gene=SOX9|subfamily=missense,subfamily,28,34
gene=SUN2|family=substitution:missense,family,28,34
gene=SUN2|subfamily=missense,subfamily,28,34
gene=AKT1|family=substitution:missense,family,27,34
gene=AKT1|subfamily=missense,subfamily,27,34
gene=CASQ2|family=substitution:missense,family,27,34
gene=CASQ2|subfamily=missense,subfamily,27,34
gene=CHST12|family=substitution:missense,family,27,34
gene=CHST12|subfamily=missense,subfamily,27,34
gene=FZD1|family=substitution:missense,family,27,34
gene=FZD1|subfamily=missense,subfamily,27,34
gene=MRPS30|family=substitution:missense,family,27,34
gene=MRPS30|subfamily=missense,subfamily,27,34
gene=E2F3|family=substitution:missense,family,25,34
gene=E2F3|subfamily=missense,subfamily,25,34
gene=TFAP2C|family=substitution:missense,family,25,34
gene=TFAP2C|subfamily=missense,subfamily,25,34
gene=ZFPM2|position_bin=901-1000,position_bin,25,34
gene=CDH11|position_bin=101-200,position_bin,24,34
gene=NELFB|family=substitution:missense,family,24,34
gene=NELFB|subfamily=missense,subfamily,24,34
gene=SERPINE1|family=substitution:missense,family,24,34
gene=SERPINE1|subfamily=missense,subfamily,24,34
gene=GCNT2|family=substitution:missense,family,23,34
gene=GCNT2|subfamily=missense,subfamily,23,34
gene=GP1BA|family=substitution:missense,family,23,34
gene=GP1BA|subfamily=missense,subfamily,23,34
gene=SIRT1|family=substitution:missense,family,23,34
gene=SIRT1|subfamily=missense,subfamily,23,34
gene=NEDD4|family=substitution:no_change,family,22,34
gene=NEDD4|subfamily=no_change,subfamily,22,34
gene=PAOX|family=substitution:missense,family,21,34
gene=PAOX|subfamily=missense,subfamily,21,34
gene=SHH|family=substitution:missense,family,21,34
gene=SHH|subfamily=missense,subfamily,21,34
gene=PTGIR|family=substitution:missense,family,20,34
gene=PTGIR|subfamily=missense,subfamily,20,34
gene=ARPP21|position_bin=501-600,position_bin,19,34
gene=PCLO|position_bin=501-600,position_bin,19,34
gene=CRMP1|position_bin=401-500,position_bin,18,34
gene=PDE4DIP|position_bin=2101-2200,position_bin,17,34
gene=SORBS2|position_bin=701-800,position_bin,14,34
gene=PDE4DIP|position_bin=2201-2300,position_bin,11,34
gene=PMS2|position_bin=101-200,position_bin,10,34
gene=SH2B1|position_bin=401-500,position_bin,10,34
gene=HIPK2|position_bin=1001-1100,position_bin,6,34
gene=CFTR|aa_transition=A>A,aa_transition,5,34
gene=COL8A2|position_bin=1-100,position_bin,4,34
gene=INSM1|family=substitution:no_change,family,4,34
gene=INSM1|subfamily=no_change,subfamily,4,34
gene=TCF7L2|position_bin=1-100,position_bin,4,34
gene=TIMP1|position_bin=101-200,position_bin,3,34
gene=RAPGEF5|position_bin=1-100,position_bin,2,34
gene=MADCAM1|family=frameshift,family,1,34
gene=MADCAM1|parse_status=partial,parse_status,1,34
gene=MADCAM1|frameshift_grammar=ref_position_alt,frameshift_grammar,0,34
gene=MADCAM1|subfamily=ref_position_alt,subfamily,0,34
gene=NPHP1|frameshift_first_new_aa=N,frameshift_first_new_aa,0,34
gene=P3H1|family=substitution:missense,family,0,34
gene=P3H1|subfamily=missense,subfamily,0,34
gene=RPL14|inserted_aa=A,inserted_aa,0,34
gene=RPL14|position_span=2,position_span,0,34
gene=RPL14|subfamily=adjacent=True:stop=False,subfamily,0,34
gene=SEC31A|frameshift_grammar=ref_position_alt,frameshift_grammar,0,34
gene=SEC31A|subfamily=ref_position_alt,subfamily,0,34
gene=VASP|aa_transition=P>P,aa_transition,0,34
gene=ABCA9|family=substitution:no_change,family,33,21
gene=ABCA9|subfamily=no_change,subfamily,33,21
gene=ABCD3|family=substitution:missense,family,33,20
gene=ABCD3|subfamily=missense,subfamily,33,20
gene=ACTG2|family=substitution:missense,family,33,14
gene=ACTG2|subfamily=missense,subfamily,33,14
gene=ALDH1A1|family=substitution:missense,family,33,21
gene=ALDH1A1|subfamily=missense,subfamily,33,21
gene=ANKH|family=substitution:missense,family,33,19
gene=ANKH|subfamily=missense,subfamily,33,19
gene=ARAF|family=substitution:missense,family,33,25
gene=ARAF|subfamily=missense,subfamily,33,25
gene=ATRX|position_bin=2101-2200,position_bin,33,12
gene=C5AR1|family=substitution:missense,family,33,21
gene=C5AR1|subfamily=missense,subfamily,33,21
gene=CALCR|position_bin=1-100,position_bin,33,12
gene=CAT|family=substitution:missense,family,33,17
gene=CAT|subfamily=missense,subfamily,33,17
gene=CDC27|position_bin=501-600,position_bin,33,11
gene=CDC7|family=substitution:missense,family,33,26
gene=CDC7|subfamily=missense,subfamily,33,26
gene=CDCP1|family=substitution:no_change,family,33,18
gene=CDCP1|subfamily=no_change,subfamily,33,18
gene=CDH1|position_bin=201-300,position_bin,33,13
gene=CERCAM|family=substitution:missense,family,33,30
gene=CERCAM|subfamily=missense,subfamily,33,30
gene=CSTF3|family=substitution:missense,family,33,33
gene=CSTF3|subfamily=missense,subfamily,33,33
gene=CTTN|family=substitution:missense,family,33,33
gene=CTTN|subfamily=missense,subfamily,33,33
gene=CYBB|family=substitution:missense,family,33,27
gene=CYBB|subfamily=missense,subfamily,33,27
gene=CYP4F11|family=substitution:no_change,family,33,21
gene=CYP4F11|subfamily=no_change,subfamily,33,21
gene=DNTT|family=substitution:missense,family,33,32
gene=DNTT|subfamily=missense,subfamily,33,32
gene=EIF4G1|family=substitution:no_change,family,33,25
gene=EIF4G1|subfamily=no_change,subfamily,33,25
gene=ENPEP|position_bin=1-100,position_bin,33,13
gene=EPHX1|family=substitution:missense,family,33,28
gene=EPHX1|subfamily=missense,subfamily,33,28
gene=FDPS|family=substitution:missense,family,33,16
gene=FDPS|subfamily=missense,subfamily,33,16
gene=GNPAT|family=substitution:missense,family,33,24
gene=GNPAT|subfamily=missense,subfamily,33,24
gene=GPI|family=substitution:missense,family,33,23
gene=GPI|subfamily=missense,subfamily,33,23
gene=GSS|family=substitution:missense,family,33,22
gene=GSS|subfamily=missense,subfamily,33,22
gene=HOXB1|family=substitution:missense,family,33,20
gene=HOXB1|subfamily=missense,subfamily,33,20
gene=ICA1|family=substitution:missense,family,33,20
gene=ICA1|subfamily=missense,subfamily,33,20
gene=IDS|family=substitution:missense,family,33,31
gene=IDS|subfamily=missense,subfamily,33,31
gene=IL3RA|family=substitution:missense,family,33,30
gene=IL3RA|subfamily=missense,subfamily,33,30
gene=IL7R|position_bin=201-300,position_bin,33,24
gene=IRAK1|family=substitution:missense,family,33,32
gene=IRAK1|subfamily=missense,subfamily,33,32
gene=IRS4|position_bin=501-600,position_bin,33,23
gene=KLF5|family=substitution:missense,family,33,29
gene=KLF5|subfamily=missense,subfamily,33,29
gene=LY75|family=substitution:no_change,family,33,5
gene=LY75|subfamily=no_change,subfamily,33,5
gene=MARCO|position_bin=401-500,position_bin,33,9
gene=MCM3|family=substitution:missense,family,33,29
gene=MCM3|subfamily=missense,subfamily,33,29
gene=NCAN|family=substitution:no_change,family,33,30
gene=NCAN|subfamily=no_change,subfamily,33,30
gene=NDC80|family=substitution:missense,family,33,31
gene=NDC80|subfamily=missense,subfamily,33,31
gene=NKD1|family=substitution:missense,family,33,27
gene=NKD1|subfamily=missense,subfamily,33,27
gene=NLRP3|position_bin=601-700,position_bin,33,8
gene=PAIP1|family=substitution:missense,family,33,17
gene=PAIP1|subfamily=missense,subfamily,33,17
gene=PAXIP1|family=substitution:missense,family,33,27
gene=PAXIP1|subfamily=missense,subfamily,33,27
gene=PCLO|aa_transition=S>S,aa_transition,33,7
gene=PCLO|frameshift_grammar=short_ref_position,frameshift_grammar,33,7
gene=PCLO|subfamily=short_ref_position,subfamily,33,7
gene=PDP1|family=substitution:missense,family,33,15
gene=PDP1|subfamily=missense,subfamily,33,15
gene=PGK2|position_bin=101-200,position_bin,33,15
gene=PIAS2|family=substitution:missense,family,33,25
gene=PIAS2|subfamily=missense,subfamily,33,25
gene=PIGQ|family=substitution:missense,family,33,30
gene=PIGQ|subfamily=missense,subfamily,33,30
gene=PLAG1|family=substitution:missense,family,33,32
gene=PLAG1|subfamily=missense,subfamily,33,32
gene=PLCG1|family=substitution:no_change,family,33,20
gene=PLCG1|subfamily=no_change,subfamily,33,20
gene=PLOD1|family=substitution:missense,family,33,20
gene=PLOD1|subfamily=missense,subfamily,33,20
gene=PPRC1|family=substitution:no_change,family,33,24
gene=PPRC1|subfamily=no_change,subfamily,33,24
gene=PSMC4|family=substitution:missense,family,33,14
gene=PSMC4|subfamily=missense,subfamily,33,14
gene=RAC1|family=substitution:missense,family,33,18
gene=RAC1|subfamily=missense,subfamily,33,18
gene=REG1A|position_bin=1-100,position_bin,33,12
gene=REL|family=substitution:missense,family,33,22
gene=REL|subfamily=missense,subfamily,33,22
gene=SHC1|family=substitution:missense,family,33,23
gene=SHC1|subfamily=missense,subfamily,33,23
gene=SLC22A12|family=substitution:no_change,family,33,26
gene=SLC22A12|subfamily=no_change,subfamily,33,26
gene=SNX9|family=substitution:missense,family,33,25
gene=SNX9|subfamily=missense,subfamily,33,25
gene=SPTA1|position_bin=2201-2300,position_bin,33,16
gene=SULT1A1|family=substitution:missense,family,33,25
gene=SULT1A1|subfamily=missense,subfamily,33,25
gene=SYNJ1|family=substitution:no_change,family,33,17
gene=SYNJ1|subfamily=no_change,subfamily,33,17
gene=THSD4|family=substitution:no_change,family,33,22
gene=THSD4|subfamily=no_change,subfamily,33,22
gene=TMPRSS3|family=substitution:missense,family,33,23
gene=TMPRSS3|subfamily=missense,subfamily,33,23
gene=TP53|aa_transition=V>M,aa_transition,33,17
gene=TP63|position_bin=101-200,position_bin,33,27
gene=TTC39A|family=substitution:missense,family,33,24
gene=TTC39A|subfamily=missense,subfamily,33,24
gene=VTN|family=substitution:missense,family,33,26
gene=VTN|subfamily=missense,subfamily,33,26
gene=WNT2|family=substitution:missense,family,33,20
gene=WNT2|subfamily=missense,subfamily,33,20
gene=ZBTB16|family=substitution:no_change,family,33,16
gene=ZBTB16|subfamily=no_change,subfamily,33,16
gene=ZYX|family=substitution:missense,family,33,28
gene=ZYX|subfamily=missense,subfamily,33,28
gene=ABCC5|family=substitution:no_change,family,32,33
gene=ABCC5|subfamily=no_change,subfamily,32,33
gene=BCL11B|family=substitution:no_change,family,32,33
gene=BCL11B|subfamily=no_change,subfamily,32,33
gene=CDH3|family=substitution:missense,family,31,33
gene=CDH3|subfamily=missense,subfamily,31,33
gene=UBA2|family=substitution:missense,family,31,33
gene=UBA2|subfamily=missense,subfamily,31,33
gene=ATXN2|family=substitution:no_change,family,30,33
gene=ATXN2|subfamily=no_change,subfamily,30,33
gene=HEY2|family=substitution:missense,family,30,33
gene=HEY2|subfamily=missense,subfamily,30,33
gene=PAK4|family=substitution:missense,family,29,33
gene=PAK4|subfamily=missense,subfamily,29,33
gene=DHX58|family=substitution:missense,family,28,33
gene=DHX58|subfamily=missense,subfamily,28,33
gene=SORBS3|family=substitution:missense,family,26,33
gene=SORBS3|subfamily=missense,subfamily,26,33
gene=KRT1|family=substitution:no_change,family,23,33
gene=KRT1|subfamily=no_change,subfamily,23,33
gene=MAP2K3|position_bin=101-200,position_bin,23,33
gene=CBLB|family=substitution:no_change,family,22,33
gene=CBLB|subfamily=no_change,subfamily,22,33
gene=POMC|family=substitution:missense,family,21,33
gene=POMC|subfamily=missense,subfamily,21,33
gene=ZNF292|family=frameshift,family,20,33
gene=ZNF292|parse_status=partial,parse_status,20,33
gene=TBRG4|family=substitution:missense,family,19,33
gene=TBRG4|subfamily=missense,subfamily,19,33
gene=COL6A3|position_bin=501-600,position_bin,18,33
gene=FGGY|position_bin=101-200,position_bin,17,33
gene=DPYSL3|family=substitution:no_change,family,16,33
gene=DPYSL3|subfamily=no_change,subfamily,16,33
gene=SLC25A28|family=substitution:missense,family,16,33
gene=SLC25A28|subfamily=missense,subfamily,16,33
gene=SYCP1|position_bin=901-1000,position_bin,16,33
gene=DMD|position_bin=501-600,position_bin,15,33
gene=SIDT1|position_bin=201-300,position_bin,13,33
gene=VEZF1|position_bin=301-400,position_bin,12,33
gene=ARRB2|family=substitution:missense,family,11,33
gene=ARRB2|subfamily=missense,subfamily,11,33
gene=MAPKAPK2|family=substitution:no_change,family,11,33
gene=MAPKAPK2|subfamily=no_change,subfamily,11,33
gene=ARHGEF7|position_bin=401-500,position_bin,10,33
gene=FUS|aa_transition=G>G,aa_transition,10,33
gene=BAIAP2|position_bin=1-100,position_bin,9,33
gene=ETV1|position_bin=1-100,position_bin,9,33
gene=CYFIP1|position_bin=1-100,position_bin,8,33
gene=LSP1|position_bin=1-100,position_bin,8,33
gene=WNK4|position_bin=501-600,position_bin,8,33
gene=AHNAK|aa_transition=K>K,aa_transition,7,33
gene=FUS|position_bin=201-300,position_bin,6,33
gene=MFHAS1|position_bin=1-100,position_bin,6,33
gene=GNAO1|position_bin=301-400,position_bin,5,33
